one,two,three,four,key
-1.4010602298700063,-2.9197541948954764,0.20754521472116172,-0.01663267774962497,E
-0.8363355627348488,0.3365714656199816,1.5500961118231034,-0.0899688407986414,V
-0.4663134001758368,-0.6073233600310634,-1.606554689650827,0.3391076584586558,L
-0.31671612132959615,0.6654563157914097,-0.6119902540462432,-1.0659772706418147,V
1.5011948458640565,-2.0631124698853203,0.6925388418510154,0.9554389337943205,E
0.5519498014274162,-0.43859666251933543,0.21450634565474955,-1.1078319427722314,D
0.19450215620794695,-0.3650782029311041,0.3938693917469781,-1.0234609223674522,Q
1.0850954157617545,-0.38214200554645855,0.6128087107775532,0.4263882950683216,S
0.5487973112974726,1.3579556933339099,0.6863805412216837,0.927573721268385,K
0.08232555387043405,1.3552619908898327,-1.1779943707925113,0.3915235378839575,S
-0.48445376493986253,0.4494761492908981,0.9171842850322757,1.6426556205431193,R
0.8141762234504732,-0.7952879563119829,-0.4704949074243996,-0.8175838441520472,F
-0.02698399655009358,0.705534917424477,0.5158137529205874,-0.26261332374382196,P
-0.4148463784762793,-0.0420480125351298,0.17290506558132937,0.5624671957789744,Y
1.023442540767255,-1.5296294816188907,0.024450117653081846,-0.7549666116087824,G
-0.40667287305169,-0.04673091426129823,1.4876102365309507,0.30868630541058606,R
0.9919158742807587,-2.727430521450264,-0.03442582497606933,-1.133191427499938,E
0.4261034171106257,0.9107447689681789,-0.05508498889749426,0.28235968891896374,W
0.43043847782830164,-0.7183525991790036,0.7515624707215791,-1.2686805512672674,J
-1.984986107633152,0.7820440916172349,0.9589622495906709,-0.5143870136320072,O
-0.053093318717989564,1.7450831994862148,-0.8826704941488157,-0.9059428170744928,J
-1.2004932352971225,0.5091798955720331,-0.30200065260779746,2.4806991912697995,L
-0.030247955271913252,1.6145089547632807,-0.8512359389833137,1.6460866086674861,C
0.2365036611554593,1.8276027579965803,1.0970882140452265,-0.6591470116867679,U
-0.4573321920448396,1.2670303878254379,1.1249846188209691,-0.07354716755241751,X
0.7443596282366421,-2.4510564493281755,1.740194270077653,-0.7458300643081404,T
-0.017587912331552085,-0.13966981085963195,0.07783172821479445,0.5982437629761587,M
0.560214864691807,0.23440698964503026,-1.1476237078561071,0.7019708261758182,H
-0.7293949419287246,-0.5425361955182479,-1.8821796550394168,-1.265784239113118,M
-0.8221988652449232,-0.10323210757467195,-0.16455557985833225,-1.4019605794981675,B
-0.620800192190236,-0.050641295493329214,0.16023059321182945,-0.4405350483731135,T
-0.2569127498366667,-0.02403201970818045,1.328740209363157,-0.9794872170430594,L
0.8474340943152758,0.9104791179483286,-0.15681332223138836,1.6576863692659394,N
-0.5971713584411188,-0.7181046559538503,-0.8278598457038752,-1.0659925679507216,T
0.13549308549207564,-0.8231852412959315,1.798883125984077,-0.041718323964455066,Y
-0.12706493621271414,1.2499588560272767,1.5421803253226711,0.04768022942147449,S
2.08111937246425,-0.6789828009116439,-1.180507240733413,-1.7521495238690146,U
1.5780230241955235,0.22989898083352467,0.5494466764794395,1.4663038785561098,I
0.850260871947492,0.28694278250342564,1.4073745378837028,-0.2534812538922395,J
0.034073552511252075,-1.221947146976451,-0.9172062134805181,0.659767499812308,G
0.1825631330748006,0.41760245509782584,1.4128662802727503,2.3106930520106252,H
-0.11330074600892794,-0.07250580423152862,0.23183920288606794,0.2546505587792282,L
0.5207537769121345,-1.332301029727809,1.064915450845943,0.009710313665168583,O
0.9418739299378666,0.5972425991386173,-0.8731065623785783,0.9325712918190548,F
-0.49553799884732674,-0.761976356809881,1.4362084424833932,1.0619132757925585,P
1.2614914743475796,-2.362832821945183,0.6393273923508855,2.5271209666644183,J
1.5457536878193716,0.26130450336506034,0.7053669710902418,-0.4892054762361651,N
0.09633644175488802,0.20909217657485787,-0.40772101970833935,1.2892418131911898,A
-0.6405607393956568,1.1264596317253128,-0.8569849686744426,2.005424372837477,Q
-1.9851793123540693,-0.18099354005859397,0.31353592888904286,0.16369900151442032,U
0.09890632610068346,-0.3333696180306842,-0.8350842784797445,-0.8938376712569234,U
-1.7652666939024504,0.6210704368579293,-1.8385592494846352,0.34000478692783165,Q
-0.4680257790753582,-1.5014034739360307,-0.8149617409844067,1.1515195513268772,R
-1.7907380582703472,0.789862560891902,-1.837440993173278,-0.7221571171933129,P
-0.2097372532097438,1.2170083634899669,0.6656706878412669,1.033641448714846,T
-0.8185687084301854,1.6733411567300913,0.35823908045955616,0.264593512918825,R
-1.4471255571414408,0.30415704076459404,-1.1452125110206148,-0.14600566124732056,H
-1.1215941077146536,-0.9663257553945206,-1.0804039090567163,0.004064683978625399,U
0.1528879378537099,-1.1842158856571654,-0.09571181327367896,0.5696011421163011,R
-0.42183459282611135,0.6788796859356805,0.35148205306455405,-0.2696611171305194,F
1.2356638045249289,0.4363963111777944,0.4515720499042701,-1.074683414407619,X
-0.7310566097246151,0.2962766491109389,0.11388867210298405,-1.0193489456812146,P
-0.7463715505804042,1.2337332178357123,1.2681747230379634,-0.7065351740855162,G
-0.055945652838909496,-0.2046708656164108,-0.5183002157142055,-0.817877803831166,S
0.1718825663255638,-0.5674781531126963,1.8705107100898761,0.8506834492894854,U
-1.5701320901611626,0.02354289738897221,0.9567828813069295,0.180149135893145,G
0.42878169632092217,0.07870520878242888,-0.40041219736541084,-0.9323392683472947,S
0.09532428032173451,1.0395259994857884,-0.40729763004252606,1.3132436708332238,X
0.6902122891216207,-1.437383808112067,-0.3064701841848904,-0.07692636753579753,R
-0.5586265284908803,0.8541610002515658,0.6109466651078667,0.7632203930971332,O
-0.36804956687769314,1.5472499842249139,0.01779009179328227,1.021043468492409,T
0.06909167879344387,-1.4937020237642658,-1.3349514883659757,0.7490803373167965,D
-0.6885739963818679,0.7047738322400774,1.1093722258505028,-0.3349919970488315,Y
-0.008746009613462346,1.155467434658669,0.051520065824721246,-0.8685013202368229,X
1.255285131889327,-0.30357880632858125,-0.8245758119486749,-1.6899497141885902,O
-0.4254307487216908,0.13640622775136713,-1.2668505727682313,1.6998541580744395,R
0.1511336283073967,0.12145535663859361,-1.8091151901647502,0.8602322695521877,O
0.1327616947504271,1.4495613283995086,-1.311093329911684,-0.19692388243878856,B
0.5778636606205072,0.12270131497085479,-0.992655123782159,-0.33055055616314855,A
-0.14779935400340188,0.24996972733880707,0.7970762897916812,1.2941724629556821,I
-0.04074455210073968,-0.1408036274993065,0.3575745655745213,1.7266283255734296,Q
1.0223835269050767,-1.312756374359186,0.7892765055283314,0.4695965996286346,Q
-0.19953397642901938,-0.08493562919530048,1.103953429674112,1.675323319441365,F
-0.15895110666660356,-0.3389324639430971,0.021301614963953115,-0.44664895756774287,I
-1.662598146308038,0.45412917851665263,0.06546078271142032,-2.5584407465892443,P
-0.6308168203598806,0.8219122963974879,-0.6323902151819936,-0.536523759011309,Y
-0.5656449652205829,-1.4261689270073743,-0.16990002311265148,0.5452052330448545,B
-0.5046645471925498,-0.5209920956049114,0.32119761989417944,-0.12638480443629554,W
-0.008647660947866726,0.7314664492533948,1.4741477565208394,-1.3942074351989053,A
-1.6130823340888214,-1.9516377850058935,0.014028858487286355,-0.054015289916405494,N
